GameID,qtr,down,SideofField,yrdln,yrdline100,posteam,DefensiveTeam,desc,Yards.Gained,Touchdown,PlayType,Passer,PassAttempt,PassOutcome,PassLength,Rusher,RushAttempt,Receiver,Reception,Pos_RB_Rush,Pos_RB_Rec,Pos_WR_Rec,Pos_TE_Rec,Pos_QB_Rush,Pos_WR_Rush,NewPos
2015100405,2,1.0,PHI,1.0,1.0,WAS,PHI,(6:05) M.Jones left guard to PHI 1 for no gain (W.Thurmond).,0,0,Run,,0,,,M.Jones,1,,0,RB,,,,,,RB
2015100405,2,2.0,PHI,1.0,1.0,WAS,PHI,"(5:27) K.Cousins FUMBLES (Aborted) at PHI 1, and recovers at PHI 2. K.Cousins for 2 yards, TOUCHDOWN. The Replay Official reviewed the runner broke the plane ruling, and the play was Upheld. The ruling on the field stands.",2,1,Run,,0,,,K.Cousins,1,,0,,,,,QB,,QB
2015100405,2,1.0,WAS,16.0,16.0,PHI,WAS,"(1:25) (No Huddle, Shotgun) S.Bradford pass incomplete short right to D.Sproles (P.Smith).",0,0,Pass,S.Bradford,1,Incomplete Pass,Short,,0,D.Sproles,0,,RB,WR,,,,WR
2015100405,3,1.0,WAS,13.0,13.0,PHI,WAS,"(9:07) (No Huddle, Shotgun) S.Bradford pass incomplete short right to Z.Ertz.",0,0,Pass,S.Bradford,1,Incomplete Pass,Short,,0,Z.Ertz,0,,,WR,TE,,,TE
2015100405,3,2.0,WAS,13.0,13.0,PHI,WAS,"(9:02) (No Huddle, Shotgun) D.Murray right tackle to WAS 10 for 3 yards (S.Paea, B.Breeland).",3,0,Run,,0,,,D.Murray,1,,0,RB,,,,,,RB
2015100405,3,3.0,WAS,10.0,10.0,PHI,WAS,"(8:25) (No Huddle, Shotgun) S.Bradford pass short right to B.Celek for 10 yards, TOUCHDOWN.",10,1,Pass,S.Bradford,1,Complete,Short,,0,B.Celek,1,,,,TE,,,TE
2015100405,3,1.0,PHI,18.0,18.0,WAS,PHI,(5:16) (Shotgun) K.Cousins pass short left to D.Carrier to PHI 15 for 3 yards (J.Couplin; J.Hicks).,3,0,Pass,K.Cousins,1,Complete,Short,,0,D.Carrier,1,,,WR,TE,,,TE
2015100405,3,2.0,PHI,15.0,15.0,WAS,PHI,"(4:39) A.Morris up the middle to PHI 15 for no gain (M.Jenkins, B.Allen).",0,0,Run,,0,,,A.Morris,1,,0,RB,,,,,,RB
2015100405,3,3.0,PHI,15.0,15.0,WAS,PHI,(3:59) (Shotgun) K.Cousins pass incomplete short right to J.Crowder.,0,0,Pass,K.Cousins,1,Incomplete Pass,Short,,0,J.Crowder,0,,RB,WR,,,,WR
2015100405,4,1.0,PHI,16.0,16.0,WAS,PHI,"(:46) (No Huddle, Shotgun) K.Cousins pass incomplete short middle to J.Reed. WAS-J.Reed was injured during the play.",0,0,Pass,K.Cousins,1,Incomplete Pass,Short,,0,J.Reed,0,,,WR,TE,,,TE
2015100405,4,2.0,PHI,16.0,16.0,WAS,PHI,"(:42) (Shotgun) K.Cousins pass short middle to P.Garcon to PHI 4 for 12 yards (D.Ryans, W.Thurmond).",12,0,Pass,K.Cousins,1,Complete,Short,,0,P.Garcon,1,,,WR,,,,WR
2015100405,4,1.0,PHI,4.0,4.0,WAS,PHI,(:35) (Shotgun) K.Cousins pass incomplete short right to J.Crowder.,0,0,Pass,K.Cousins,1,Incomplete Pass,Short,,0,J.Crowder,0,,RB,WR,,,,WR
2015100405,4,2.0,PHI,4.0,4.0,WAS,PHI,"(:31) (Shotgun) K.Cousins pass short left to P.Garcon for 4 yards, TOUCHDOWN.",4,1,Pass,K.Cousins,1,Complete,Short,,0,P.Garcon,1,,,WR,,,,WR
2015100401,1,1.0,OAK,10.0,10.0,CHI,OAK,"(11:44) (No Huddle, Shotgun) M.Forte left guard to OAK 7 for 3 yards (D.Williams).",3,0,Run,,0,,,M.Forte,1,,0,RB,,,,,,RB
2015100401,1,2.0,OAK,7.0,7.0,CHI,OAK,"(11:10) (No Huddle, Shotgun) J.Cutler pass incomplete short left to J.Bellamy [M.Smith].",0,0,Pass,J.Cutler,1,Incomplete Pass,Short,,0,J.Bellamy,0,,,WR,,,,WR
